codauto,ine.ccaa.name,cpro,ine.prov.name,cmun,name,LAU_CODE,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2024,POP_DENS_2024,AREA_KM2,YEAR,no2_median,pm25_median,nombre_limpio,renta.pc,renta_log,no2_log,pm25_log
"12",Galicia,"27",Lugo,"005",Barreiros,"27005",ES_27005,ES,Barreiros,0,0,72.35222692,2024,1.37080402522149,2.74235404629152,barreiros,18.995,2.94417578663959,0.315397447417197,1.00881669253192
"12",Galicia,"27",Lugo,"006",Becerreá,"27006",ES_27006,ES,Becerreá,0,0,172.06494974,2024,0.827695638056517,3.42420552704341,becerrea,15.842,2.76266464104209,-0.189109779061762,1.2308694818996
"12",Galicia,"27",Lugo,"007",Begonte,"27007",ES_27007,ES,Begonte,0,0,126.83403125,2024,1.31197490235601,3.0514241728592,begonte,15.885,2.76537526772148,0.271533561037109,1.11560842355691
"12",Galicia,"27",Lugo,"008",Bóveda,"27008",ES_27008,ES,Bóveda,0,0,91.10603304,2024,0.999211136969073,3.20478681128997,boveda,14.729,2.68981833950741,-0.000789174347102053,1.16464557062201
"12",Galicia,"27",Lugo,"009",Carballedo,"27009",ES_27009,ES,Carballedo,0,0,138.86905475,2024,1.15808895856374,3.28145772264006,carballedo,16.351,2.79428905755245,0.14677119706702,1.18828775130151
"12",Galicia,"27",Lugo,"010",Castro de Rei,"27010",ES_27010,ES,Castro de Rei,0,0,176.97390993,2024,1.23458819647701,3.14557129495213,castro de rei,16.578,2.80807651516933,0.210737470326909,1.14599552546879
"12",Galicia,"27",Lugo,"011",Castroverde,"27011",ES_27011,ES,Castroverde,0,0,174.09094631,2024,1.0641253059667,3.47421632862209,castroverde,17.138,2.84129822024693,0.0621531527509546,1.2453689366407
"12",Galicia,"27",Lugo,"012",Cervantes,"27012",ES_27012,ES,Cervantes,0,0,277.63322311,2024,0.847420269604627,3.44389035717597,cervantes,13.9,2.63188884013665,-0.165558521315747,1.23660175016323
"12",Galicia,"27",Lugo,"013",Cervo,"27013",ES_27013,ES,Cervo,0,0,77.7668074,2024,1.67046909912779,2.71227620713596,cervo,18.522,2.91895921474808,0.513104484665606,0.997788211181238
"12",Galicia,"27",Lugo,"014","Corgo, O","27014",ES_27014,ES,"Corgo, O",0,0,157.3055303,2024,1.05162892667935,3.42618482342131,"corgo, o",18.587,2.92246241162622,0.0503403207978089,1.23144734573851
"12",Galicia,"27",Lugo,"015",Cospeito,"27015",ES_27015,ES,Cospeito,0,0,144.63337811,2024,1.235156006852,3.01295620898306,cospeito,16.21,2.78562833574758,0.211197283439722,1.10292172601767
"12",Galicia,"27",Lugo,"016",Chantada,"27016",ES_27016,ES,Chantada,0,0,176.71148417,2024,1.08586342009314,3.23058104163718,chantada,17.07,2.83732253680635,0.0823754494159728,1.17266201010823
"12",Galicia,"27",Lugo,"017",Folgoso do Courel,"27017",ES_27017,ES,Folgoso do Courel,0,0,193.24925615,2024,0.779288731495335,3.06871305121989,folgoso do courel,13.313,2.58874100144978,-0.249373658014741,1.12125827215253
